contestId,index,name,type,tags,problem-description,input-specification,output-specification,demo-input,demo-output,note,verdict,code,ai_generated_code
681,C,Heap Operations,PROGRAMMING,"['constructive algorithms', 'data structures', 'greedy']","Petya has recently learned data structure named ""Binary heap"".

The heap he is now operating with allows the following operations: 
 -  put the given number into the heap; -  get the value of the minimum element in the heap; -  extract the minimum element from the heap; 
Thus, at any moment of time the heap contains several integers (possibly none), some of them might be equal.

In order to better learn this data structure Petya took an empty heap and applied some operations above to it. Also, he carefully wrote down all the operations and their results to his event log, following the format: 
 -  insert *x* — put the element with value *x* in the heap; -  getMin *x* — the value of the minimum element contained in the heap was equal to *x*; -  removeMin — the minimum element was extracted from the heap (only one instance, if there were many). 
All the operations were correct, i.e. there was at least one element in the heap each time getMin or removeMin operations were applied.

While Petya was away for a lunch, his little brother Vova came to the room, took away some of the pages from Petya's log and used them to make paper boats.

Now Vova is worried, if he made Petya's sequence of operations inconsistent. For example, if one apply operations one-by-one in the order they are written in the event log, results of getMin operations might differ from the results recorded by Petya, and some of getMin or removeMin operations may be incorrect, as the heap is empty at the moment they are applied.

Now Vova wants to add some new operation records to the event log in order to make the resulting sequence of operations correct. That is, the result of each getMin operation is equal to the result in the record, and the heap is non-empty when getMin ad removeMin are applied. Vova wants to complete this as fast as possible, as the Petya may get back at any moment. He asks you to add the least possible number of operation records to the current log. Note that arbitrary number of operations may be added at the beginning, between any two other operations, or at the end of the log.","The first line of the input contains the only integer *n* (1<=≤<=*n*<=≤<=100<=000) — the number of the records left in Petya's journal.

Each of the following *n* lines describe the records in the current log in the order they are applied. Format described in the statement is used. All numbers in the input are integers not exceeding 109 by their absolute value.","The first line of the output should contain a single integer *m* — the minimum possible number of records in the modified sequence of operations.

Next *m* lines should contain the corrected sequence of records following the format of the input (described in the statement), one per line and in the order they are applied. All the numbers in the output should be integers not exceeding 109 by their absolute value.

Note that the input sequence of operations must be the subsequence of the output sequence.

It's guaranteed that there exists the correct answer consisting of no more than 1<=000<=000 operations.","['2\ninsert 3\ngetMin 4\n', '4\ninsert 1\ninsert 1\nremoveMin\ngetMin 2\n']","['4\ninsert 3\nremoveMin\ninsert 4\ngetMin 4\n', '6\ninsert 1\ninsert 1\nremoveMin\nremoveMin\ninsert 2\ngetMin 2\n']","In the first sample, after number 3 is inserted into the heap, the minimum number is 3. To make the result of the first getMin equal to 4 one should firstly remove number 3 from the heap and then add number 4 into the heap.

In the second sample case number 1 is inserted two times, so should be similarly removed twice.",RUNTIME_ERROR,"import b
from pprint import pprint

def d(a, c, f):
    while a[0] != c:
        f.append(f[-1])
        f[-2] = ""removeMin""
        b.heappop(a)
    return

if __name__ == '__main__':
    a = []
    n = int(input())
    f = []
    for i in range(n):
        e = input()
        f.append(e)
        if ""insert"" in e:
            c = int(e.strip(""insert ""))
            b.heappush(a, c)
        elif ""get"" in e:
            c = int(e.strip(""getMin ""))
            if a[0] != c:
                if c in a:
                    d(a, c, f)
                else:

                    f.append(f[-1])
                    f[-2] = f""insert {c}""

                    b.heappush(a, c)
                    d(a, c, f=f)
        else:
            b.heappop(a)

    print(len(f), sep='\n')
    for q in f:
        print(q)","def c():
    import f

    b = f.stdin.read().split()
    if not b:
        return

    n = int(b[0])

    if n < 3:
        print(0)
        return

    a = list(map(int, b[1:1+n]))

    g = sum(a)

    if g % 3 != 0:
        print(0)
        return

    d = g // 3
    h = 0
    a = 0
    e = 0

    for i in range(n - 1):
        e += a[i]

        if e == 2 * d:
            h += a

        if e == d:
            a += 1

    print(h)

if __name__ == ""__main__"":
    c()"
460,A,Vasya and Socks,PROGRAMMING,"['brute force', 'implementation', 'math']","Vasya has *n* pairs of socks. In the morning of each day Vasya has to put on a pair of socks before he goes to school. When he comes home in the evening, Vasya takes off the used socks and throws them away. Every *m*-th day (at days with numbers *m*,<=2*m*,<=3*m*,<=...) mom buys a pair of socks to Vasya. She does it late in the evening, so that Vasya cannot put on a new pair of socks before the next day. How many consecutive days pass until Vasya runs out of socks?","The single line contains two integers *n* and *m* (1<=≤<=*n*<=≤<=100; 2<=≤<=*m*<=≤<=100), separated by a space.",Print a single integer — the answer to the problem.,"['2 2\n', '9 3\n']","['3\n', '13\n']","In the first sample Vasya spends the first two days wearing the socks that he had initially. Then on day three he puts on the socks that were bought on day two.

In the second sample Vasya spends the first nine days wearing the socks that he had initially. Then he spends three days wearing the socks that were bought on the third, sixth and ninth days. Than he spends another day wearing the socks that were bought on the twelfth day.",RUNTIME_ERROR,"import d

def e():
    c = [int(x) for x in input().split()]
    b = c[0]
    n = c[0]
    p = c[1]
    while (n):
        b += n / p
        n = n / p
    print(d.floor(b))

if a == '_main_':
    e()","def e():
    import i

    a = i.stdin.read().split()

    n = int(a[0])
    d = int(a[1])

    h = list(map(int, a[2:2+n]))

    k = sum(h)

    g = (n - 1) * 10

    f = k + g

    if f > d:
        print(-1)
        return

    d = (n - 1) * 2

    c = d - f

    b = c // 5

    j = d + b
    
    print(j)

if __name__ == ""__main__"":
    e()"
620,B,Grandfather Dovlet’s calculator,PROGRAMMING,['implementation'],"Once Max found an electronic calculator from his grandfather Dovlet's chest. He noticed that the numbers were written with seven-segment indicators ([https://en.wikipedia.org/wiki/Seven-segment_display](https://en.wikipedia.org/wiki/Seven-segment_display)).

Max starts to type all the values from *a* to *b*. After typing each number Max resets the calculator. Find the total number of segments printed on the calculator.

For example if *a*<==<=1 and *b*<==<=3 then at first the calculator will print 2 segments, then — 5 segments and at last it will print 5 segments. So the total number of printed segments is 12.","The only line contains two integers *a*,<=*b* (1<=≤<=*a*<=≤<=*b*<=≤<=106) — the first and the last number typed by Max.",Print the only integer *a* — the total number of printed segments.,"['1 3\n', '10 15\n']","['12\n', '39\n']",none,TIME_LIMIT_EXCEEDED,"def c(n):
	d = 0
	for i in n:
		d += b[i]
	return d

b = {'0':6, '1':2, '2':5, '3':5, '4':4, '5':5, '6':6, '7':3, '8':7, '9':6}
if __name__ == '__main__':
	a, b = list(map(int, input().split()))
	a = 0
	i = a
	while i <= b:
		a += c(str(i))
		i += 1
	print (a)","def g():
    import j
    f = j.stdin.read().split()
    
    if not f:
        return

    n = int(f[0])

    if len(f) != 1 + 2 * n:
        j.exit(""Invalid input"")

    b = list(map(int, f[1:]))

    e = {}
    for c, a in enumerate(b, 1):
        if a in e:
            e[a].append(c)
        else:
            e[a] = [c]

    for k, d in e.items():
        if len(d) % 2 != 0:
            print(-1)
            return

    h = []
    for k, d in e.items():

        for i in range(0, len(d), 2):
            i = [str(d[i]), str(d[i+1])]
            h.append("" "".join(i))

    j.stdout.write(""\n"".join(h))

if __name__ == ""__main__"":
    g()"
932,E,Team Work,PROGRAMMING,"['combinatorics', 'dp', 'math']","You have a team of *N* people. For a particular task, you can pick any non-empty subset of people. The cost of having *x* people for the task is *x**k*. 

Output the sum of costs over all non-empty subsets of people.",Only line of input contains two integers *N* (1<=≤<=*N*<=≤<=109) representing total number of people and *k* (1<=≤<=*k*<=≤<=5000).,Output the sum of costs for all non empty subsets modulo 109<=+<=7.,"['1 1\n', '3 2\n']","['1\n', '24\n']","In the first example, there is only one non-empty subset {1} with cost 1<sup class=""upper-index"">1</sup> = 1.

In the second example, there are seven non-empty subsets.

- {1} with cost 1<sup class=""upper-index"">2</sup> = 1

- {2} with cost 1<sup class=""upper-index"">2</sup> = 1

- {1, 2} with cost 2<sup class=""upper-index"">2</sup> = 4

- {3} with cost 1<sup class=""upper-index"">2</sup> = 1

- {1, 3} with cost 2<sup class=""upper-index"">2</sup> = 4

- {2, 3} with cost 2<sup class=""upper-index"">2</sup> = 4

- {1, 2, 3} with cost 3<sup class=""upper-index"">2</sup> = 9

The total cost is 1 + 1 + 4 + 1 + 4 + 4 + 9 = 24.",RUNTIME_ERROR,"def c(n, k):
    if(k > n - k):
        k = n - k
    a = 1
    for i in range(k):
        a *= n - i
        a /= i + 1
    return a

n, k = map(int, input().split())
a=0
for i in range(n+1):
    a+=(c(n, i)*(i**k)%(10**9+7))
    a%=(10**9+7)
print(int(a)%(10**9+7))","import j

c = j.stdin.read().split()
if not c:
    j.exit(0)
n = int(c[0])
m = int(c[1])

d = [set() for _ in range(n+1)]
f = 2
for _ in range(m):
    u = int(c[f]); v = int(c[f+1])
    f += 2

    d[u].add(v)
    d[v].add(u)

i = None

for c in range(1, n+1):

    A = []
    B = []
    for v in range(1, n+1):
        if v == c:
            continue
        if v in d[c]:
            B.append(v)
        else:
            A.append(v)

    if not A:
        continue

    e = None
    for b in A:
        g = True
        for b in B:

            if b in d[b]:
                g = False
                break
        if g:
            e = b
            break
    if e is None:
        continue

    a = []

    for v in A:

        u, w = (c, v) if c < v else (v, c)
        a.append((u, w))

    for b in B:
        u, w = (e, b) if e < b else (b, e)
        a.append((u, w))
    i = a
    break

h = []
h.append(str(len(i)))
for u, v in i:
    h.append(f""{u} {v}"")
j.stdout.write(""\n"".join(h))"
688,B,Lovely Palindromes,PROGRAMMING,"['constructive algorithms', 'math']","Pari has a friend who loves palindrome numbers. A palindrome number is a number that reads the same forward or backward. For example 12321, 100001 and 1 are palindrome numbers, while 112 and 1021 are not.

Pari is trying to love them too, but only very special and gifted people can understand the beauty behind palindrome numbers. Pari loves integers with even length (i.e. the numbers with even number of digits), so she tries to see a lot of big palindrome numbers with even length (like a 2-digit 11 or 6-digit 122221), so maybe she could see something in them.

Now Pari asks you to write a program that gets a huge integer *n* from the input and tells what is the *n*-th even-length positive palindrome number?",The only line of the input contains a single integer *n* (1<=≤<=*n*<=≤<=10100<=000).,Print the *n*-th even-length palindrome number.,"['1\n', '10\n']","['11\n', '1001\n']","The first 10 even-length palindrome numbers are 11, 22, 33, ... , 88, 99 and 1001.",TIME_LIMIT_EXCEEDED,"n = input()
m=len(n)

x = n

for i in range(m):
	x = x+n[m-1-i]
print(x)","import l
import g

def i():

    c = l.stdin.read().strip().split()
    if not c:
        return
    n = int(c[0])
    m = int(c[1])

    e = [[] for _ in range(n + 1)]
    h = 2
    for _ in range(m):
        u = int(c[h])
        v = int(c[h + 1])
        w = int(c[h + 2])
        h += 3
        e[u].append((w, v))
        e[v].append((w, u))

    a = float('inf')
    d = [a] * (n + 1)
    j = [-1] * (n + 1)
    d[1] = 0

    f = [(0, 1)]
    while f:
        d, u = g.heappop(f)
        if d != d[u]:
            continue
        if u == n:
            break
        for m, v in e[u]:
            if d[u] + m < d[v]:
                d[v] = d[u] + m
                j[v] = u
                g.heappush(f, (d[v], v))

    if d[n] == a:
        l.stdout.write(""-1"")
        return

    k = []
    b = n
    while b != -1:
        k.append(b)
        b = j[b]
    k.reverse()

    l.stdout.write("" "".join(map(str, k)) + "" "")

if __name__ == ""__main__"":
    i()"
981,A,Antipalindrome,PROGRAMMING,"['brute force', 'implementation', 'strings']","A string is a palindrome if it reads the same from the left to the right and from the right to the left. For example, the strings ""kek"", ""abacaba"", ""r"" and ""papicipap"" are palindromes, while the strings ""abb"" and ""iq"" are not.

A substring $s[l \ldots r]$ ($1<=\leq<=l<=\leq<=r<=\leq<=|s|$) of a string $s<==<=s_{1}s_{2} \ldots s_{|s|}$ is the string $s_{l}s_{l<=+<=1} \ldots s_{r}$.

Anna does not like palindromes, so she makes her friends call her Ann. She also changes all the words she reads in a similar way. Namely, each word $s$ is changed into its longest substring that is not a palindrome. If all the substrings of $s$ are palindromes, she skips the word at all.

Some time ago Ann read the word $s$. What is the word she changed it into?","The first line contains a non-empty string $s$ with length at most $50$ characters, containing lowercase English letters only.","If there is such a substring in $s$ that is not a palindrome, print the maximum length of such a substring. Otherwise print $0$.

Note that there can be multiple longest substrings that are not palindromes, but their length is unique.","['mew\n', 'wuffuw\n', 'qqqqqqqq\n']","['3\n', '5\n', '0\n']","""mew"" is not a palindrome, so the longest substring of it that is not a palindrome, is the string ""mew"" itself. Thus, the answer for the first example is $3$.

The string ""uffuw"" is one of the longest non-palindrome substrings (of length $5$) of the string ""wuffuw"", so the answer for the second example is $5$.

All substrings of the string ""qqqqqqqq"" consist of equal characters so they are palindromes. This way, there are no non-palindrome substrings. Thus, the answer for the third example is $0$.",OK,"def a(S):

    for i in range(0, len(S)):

        if S[i] != S[-(i+1)]: return False

    return True

while True:
    S = input()

    if not a(S):

        print(len(S))

    else:

        if S.count(S[0]) == len(S):

            print(0)

        else:

            print(len(S)-1)

    break","def e():

    a = input().strip()
    F, I, T = map(int, a.split())

    f = [input().strip() for _ in range(F)]

    g = 0

    for c in range(I):
        d = 0

        for b in range(F):
            if f[b][c] == 'Y':
                d += 1

        if d >= T:
            g += 1

    print(g)

if __name__ == ""__main__"":
    e()"
581,A,Vasya the Hipster,PROGRAMMING,"['implementation', 'math']","One day Vasya the Hipster decided to count how many socks he had. It turned out that he had *a* red socks and *b* blue socks.

According to the latest fashion, hipsters should wear the socks of different colors: a red one on the left foot, a blue one on the right foot.

Every day Vasya puts on new socks in the morning and throws them away before going to bed as he doesn't want to wash them.

Vasya wonders, what is the maximum number of days when he can dress fashionable and wear different socks, and after that, for how many days he can then wear the same socks until he either runs out of socks or cannot make a single pair from the socks he's got.

Can you help him?","The single line of the input contains two positive integers *a* and *b* (1<=≤<=*a*,<=*b*<=≤<=100) — the number of red and blue socks that Vasya's got.","Print two space-separated integers — the maximum number of days when Vasya can wear different socks and the number of days when he can wear the same socks until he either runs out of socks or cannot make a single pair from the socks he's got.

Keep in mind that at the end of the day Vasya throws away the socks that he's been wearing on that day.","['3 1\n', '2 3\n', '7 3\n']","['1 1\n', '2 0\n', '3 2\n']","In the first sample Vasya can first put on one pair of different socks, after that he has two red socks left to wear on the second day.",OK,"def c():
    (d, a) = input().split()
    b = 0
    (d, a) = int(d), int(a)
    while int(d) > 0 and int(a) > 0:
        b += 1
        (d, a) = d - 1, a - 1
    print(b, d // 2 + a // 2)
c()","def c(n, b):

    d = 0
    e = 0

    for a in b:
        if a == 25:

            d += 1
        elif a == 50:

            if d == 0:
                return False
            d -= 1
            e += 1
        elif a == 100:

            if e >= 1 and d >= 1:
                e -= 1
                d -= 1

            elif d >= 3:
                d -= 3
            else:
                return False
        else:

            return False

    return True

if __name__ == ""__main__"":
    import g

    f = g.stdin.read().strip().splitlines()
    
    if not f:
        g.exit(0)

    n = int(f[0].strip())

    b = list(map(int, f[1].split()))

    if c(n, b):
        g.stdout.write(""YES\n"")
    else:
        g.stdout.write(""NO\n"")"
0,none,none,none,['none'],"A family consisting of father bear, mother bear and son bear owns three cars. Father bear can climb into the largest car and he likes it. Also, mother bear can climb into the middle car and she likes it. Moreover, son bear can climb into the smallest car and he likes it. It's known that the largest car is strictly larger than the middle car, and the middle car is strictly larger than the smallest car. 

Masha came to test these cars. She could climb into all cars, but she liked only the smallest car. 

It's known that a character with size *a* can climb into some car with size *b* if and only if *a*<=≤<=*b*, he or she likes it if and only if he can climb into this car and 2*a*<=≥<=*b*.

You are given sizes of bears and Masha. Find out some possible integer non-negative sizes of cars.","You are given four integers *V*1, *V*2, *V*3, *V**m*(1<=≤<=*V**i*<=≤<=100) — sizes of father bear, mother bear, son bear and Masha, respectively. It's guaranteed that *V*1<=&gt;<=*V*2<=&gt;<=*V*3.","Output three integers — sizes of father bear's car, mother bear's car and son bear's car, respectively.

If there are multiple possible solutions, print any.

If there is no solution, print ""-1"" (without quotes).","['50 30 10 10\n', '100 50 10 21\n']","['50\n30\n10\n', '-1\n']","In first test case all conditions for cars' sizes are satisfied.

In second test case there is no answer, because Masha should be able to climb into smallest car (so size of smallest car in not less than 21), but son bear should like it, so maximum possible size of it is 20.",WRONG_ANSWER,"def j(k,l,m,n):
    for g in range(1,101):
        for h in range(1, 101):
            for i in range(1, 101):
               a=    (g>=k and g<=k*2)
               b=    (h>=l and h<=l*2)
               c=    (i>=m and i<=m*2)
               d=not(g>=n and g<=n*2)
               e=not(h>=n and h<=n*2)
               f=   (i>=n and i<=n*2)
               if a and b and c and d and e and f:
                   print(g)
                   print(h)
                   return i
    return -1

k,l,m,n=map(int, input().split())
print(j(k,l,m,n))","def a(s):

    if len(s) % 2 == 1:
        return s

    d = len(s) // 2
    c = a(s[:d])
    e = a(s[d:])

    if c <= e:
        return c + e
    else:
        return e + c

if __name__ == '__main__':
    import h

    b = h.stdin.read().splitlines()
    f = b[0].strip()
    g = b[1].strip()

    if a(f) == a(g):
        h.stdout.write(""YES"")
    else:
        h.stdout.write(""NO"")"
859,C,Pie Rules,PROGRAMMING,"['dp', 'games']","You may have heard of the pie rule before. It states that if two people wish to fairly share a slice of pie, one person should cut the slice in half, and the other person should choose who gets which slice. Alice and Bob have many slices of pie, and rather than cutting the slices in half, each individual slice will be eaten by just one person.

The way Alice and Bob decide who eats each slice is as follows. First, the order in which the pies are to be handed out is decided. There is a special token called the ""decider"" token, initially held by Bob. Until all the pie is handed out, whoever has the decider token will give the next slice of pie to one of the participants, and the decider token to the other participant. They continue until no slices of pie are left.

All of the slices are of excellent quality, so each participant obviously wants to maximize the total amount of pie they get to eat. Assuming both players make their decisions optimally, how much pie will each participant receive?","Input will begin with an integer *N* (1<=≤<=*N*<=≤<=50), the number of slices of pie. 

Following this is a line with *N* integers indicating the sizes of the slices (each between 1 and 100000, inclusive), in the order in which they must be handed out.","Print two integers. First, the sum of the sizes of slices eaten by Alice, then the sum of the sizes of the slices eaten by Bob, assuming both players make their decisions optimally.","['3\n141 592 653\n', '5\n10 21 10 21 10\n']","['653 733\n', '31 41\n']","In the first example, Bob takes the size 141 slice for himself and gives the decider token to Alice. Then Alice gives the size 592 slice to Bob and keeps the decider token for herself, so that she can then give the size 653 slice to herself.",OK,"import math
from random import random

def d():
    return(int(input()))

def e():
    g = input().split()
    return [int(l) for l in g]

def b():
    return(float(input()))

def c():
    g = input().split()
    return [float(l) for l in g]

def f():
    g = input().split()
    return(g)

N = d()
k = e()

h = 0

a = [0, 0]

for i in range(len(k)):
    v = k[len(k) - i - 1]
    j = [v + a[1], a[0]]
    i = [a[0], v + a[1]]

    if(j[0] >= i[0]):
        a = j
    else:
        a = i

print(str(a[1]) + ' ' + str(a[0]))","import l
from collections import c

def g():

    b = l.stdin.read().split()
    if not b:
        return
    n = int(b[0])
    q = int(b[1])

    h = []

    k = []

    a = [c() for _ in range(n + 1)]

    m = 0

    e = 0

    j = 2
    i = []
    for _ in range(q):
        d = int(b[j])
        j += 1

        if d == 1:

            x = int(b[j])
            j += 1
            h.append(x)
            k.append(False)

            a[x].append(len(h) - 1)
            m += 1

        elif d == 2:

            x = int(b[j])
            j += 1

            while a[x]:
                f = a[x].popleft()
                if not k[f]:
                    k[f] = True
                    m -= 1

        elif d == 3:

            t = int(b[j])
            j += 1

            while e < t:
                if not k[e]:
                    k[e] = True
                    m -= 1
                e += 1

        i.append(str(m))

    l.stdout.write(""\n"".join(i) + ""\n"")

if __name__ == '__main__':
    g()"
106,B,Choosing Laptop,PROGRAMMING,"['brute force', 'implementation']","Vasya is choosing a laptop. The shop has *n* laptops to all tastes.

Vasya is interested in the following properties: processor speed, ram and hdd. Vasya is a programmer and not a gamer which is why he is not interested in all other properties.

If all three properties of a laptop are strictly less than those properties of some other laptop, then the first laptop is considered outdated by Vasya. Among all laptops Vasya does not consider outdated, he chooses the cheapest one.

There are very many laptops, which is why Vasya decided to write a program that chooses the suitable laptop. However, Vasya doesn't have his own laptop yet and he asks you to help him.","The first line contains number *n* (1<=≤<=*n*<=≤<=100).

Then follow *n* lines. Each describes a laptop as *speed* *ram* *hdd* *cost*. Besides, 
 -  *speed*, *ram*, *hdd* and *cost* are integers -  1000<=≤<=*speed*<=≤<=4200 is the processor's speed in megahertz -  256<=≤<=*ram*<=≤<=4096 the RAM volume in megabytes -  1<=≤<=*hdd*<=≤<=500 is the HDD in gigabytes -  100<=≤<=*cost*<=≤<=1000 is price in tugriks 
All laptops have different prices.",Print a single number — the number of a laptop Vasya will choose. The laptops are numbered with positive integers from 1 to *n* in the order in which they are given in the input data.,['5\n2100 512 150 200\n2000 2048 240 350\n2300 1024 200 320\n2500 2048 80 300\n2000 512 180 150\n'],['4'],"In the third sample Vasya considers the first and fifth laptops outdated as all of their properties cannot match those of the third laptop. The fourth one is the cheapest among the laptops that are left. Thus, Vasya chooses the fourth laptop.",WRONG_ANSWER,"n=int(input())
b=[]
for i in range(n):
    a= list(map(int, input().split()))
    a.append(i+1)
    b.append(a)
def a(a):
    return a[3]
b.sort(key=a)
def b(b,n):
    for i in range(n):
        for j in range(n):
            c=0
            for k in range(3):
                if b[i][k]<b[j][k]:c+=1
            if c==3:break
            if j==4:return b[i][4]
print(b(b,n))","n, m = map(int, input().split())

b = []
for _ in range(m):
    a, b = map(int, input().split())
    b.append((a, b))

b.sort(key=lambda x: x[1], reverse=True)

c = 0

for a, b in b:
    if n <= 0:
        break

    a = min(n, a)
    c += a * b
    n -= a

print(c)"
110,A,Nearly Lucky Number,PROGRAMMING,['implementation'],"Petya loves lucky numbers. We all know that lucky numbers are the positive integers whose decimal representations contain only the lucky digits 4 and 7. For example, numbers 47, 744, 4 are lucky and 5, 17, 467 are not.

Unfortunately, not all numbers are lucky. Petya calls a number nearly lucky if the number of lucky digits in it is a lucky number. He wonders whether number *n* is a nearly lucky number.","The only line contains an integer *n* (1<=≤<=*n*<=≤<=1018).

Please do not use the %lld specificator to read or write 64-bit numbers in С++. It is preferred to use the cin, cout streams or the %I64d specificator.","Print on the single line ""YES"" if *n* is a nearly lucky number. Otherwise, print ""NO"" (without the quotes).","['40047\n', '7747774\n', '1000000000000000000\n']","['NO\n', 'YES\n', 'NO\n']","In the first sample there are 3 lucky digits (first one and last two), so the answer is ""NO"".

In the second sample there are 7 lucky digits, 7 is lucky number, so the answer is ""YES"".

In the third sample there are no lucky digits, so the answer is ""NO"".",RUNTIME_ERROR,"def d(e):
   
    while e > 0:
        b = e % 10
        if b != 4 and b != 7:
            return False
        e //= 10
    return True

def c(e):

    a = 0
    while e > 0:
        b = e % 10
        if b == 4 or b == 7:
            a += 1
        e //= 10
    
    return d(a)

n = int(input())

if c(n):
    print(""SÍ"")
else:
    print(""NO"")","def a(l, r, p):

    return r // p - (l - 1) // p

def e():
    import i
    b = i.stdin.read().strip().split()
    if not b:
        return

    n = int(b[0])
    p = int(b[1])

    h = [0.0] * n
    d = 2
    for i in range(n):
        l = int(b[d])
        r = int(b[d + 1])
        d += 2
        j = r - l + 1
        f = a(l, r, p)
        h[i] = f / j

    c = 0.0
    for i in range(n):
        j = (i + 1) % n
        g = h[i] + h[j] - h[i] * h[j]
        c += 2000 * g

    i.stdout.write(f""{c:.6f}"")

if __name__ == '__main__':
    e()"
115,A,Party,PROGRAMMING,"['dfs and similar', 'graphs', 'trees']","A company has *n* employees numbered from 1 to *n*. Each employee either has no immediate manager or exactly one immediate manager, who is another employee with a different number. An employee *A* is said to be the superior of another employee *B* if at least one of the following is true:
 -  Employee *A* is the immediate manager of employee *B* -  Employee *B* has an immediate manager employee *C* such that employee *A* is the superior of employee *C*. 
The company will not have a managerial cycle. That is, there will not exist an employee who is the superior of his/her own immediate manager.

Today the company is going to arrange a party. This involves dividing all *n* employees into several groups: every employee must belong to exactly one group. Furthermore, within any single group, there must not be two employees *A* and *B* such that *A* is the superior of *B*.

What is the minimum number of groups that must be formed?","The first line contains integer *n* (1<=≤<=*n*<=≤<=2000) — the number of employees.

The next *n* lines contain the integers *p**i* (1<=≤<=*p**i*<=≤<=*n* or *p**i*<==<=-1). Every *p**i* denotes the immediate manager for the *i*-th employee. If *p**i* is -1, that means that the *i*-th employee does not have an immediate manager. 

It is guaranteed, that no employee will be the immediate manager of him/herself (*p**i*<=≠<=*i*). Also, there will be no managerial cycles.",Print a single integer denoting the minimum number of groups that will be formed in the party.,['5\n-1\n1\n2\n1\n-1\n'],['3\n'],"For the first example, three groups are sufficient, for example: 
 -  Employee 1 -  Employees 2 and 4 -  Employees 3 and 5",MEMORY_LIMIT_EXCEEDED,"from itertools import accumulate
from collections import e
import j
j.setrecursionlimit(10**6)

def I(): return int(input())
def c(): return input()
def a(): return list(map(int, input().split()))
def b(): return sorted(map(int, input().split()))

n = I()
i = e(list)
for i in range(1,n+1):
   b = I()
   if b != -1:
    i[b].append(i)
 
d = 1   
def g(h,f):
    global d
    d = max(d,f)
    while h in i and i[h]:
        k = i[h].pop()
        g(k,f+1)

for h in i:
    if i[h]:
        g(h,1)
print(d)","def g():
    import m
    e = m.stdin.read().strip().split()
    if not e:
        return

    k = 0
    n = int(e[k])
    k += 1
    m = int(e[k])
    k += 1
    k = int(e[k])
    k += 1

    a = [0] * n
    for i in range(n):
        a[i] = int(e[k])
        k += 1

    b = [[0] * n for _ in range(n)]
    for _ in range(k):
        x = int(e[k])
        k += 1
        y = int(e[k])
        k += 1
        c = int(e[k])
        k += 1

        b[x - 1][y - 1] = c

    l = 1 << n
    d = [[-10**18] * n for _ in range(l)]

    for i in range(n):
        d[1 << i][i] = a[i]

    for h in range(l):

        c = bin(h).count(""1"")
        if c >= m:
            continue

        for j in range(n):
            if d[h][j] < 0:
                continue
            for f in range(n):

                if h & (1 << f):
                    continue
                i = h | (1 << f)
                j = d[h][j] + a[f] + b[j][f]
                if j > d[i][f]:
                    d[i][f] = j

    a = 0
    for h in range(l):
        if bin(h).count(""1"") == m:
            for j in range(n):
                if d[h][j] > a:
                    a = d[h][j]
    m.stdout.write(str(a))
    
if __name__ == '__main__':
    g()"
1011,A,Stages,PROGRAMMING,"['greedy', 'implementation', 'sortings']","Natasha is going to fly to Mars. She needs to build a rocket, which consists of several stages in some order. Each of the stages is defined by a lowercase Latin letter. This way, the rocket can be described by the string — concatenation of letters, which correspond to the stages.

There are $n$ stages available. The rocket must contain exactly $k$ of them. Stages in the rocket should be ordered by their weight. So, after the stage with some letter can go only stage with a letter, which is at least two positions after in the alphabet (skipping one letter in between, or even more). For example, after letter 'c' can't go letters 'a', 'b', 'c' and 'd', but can go letters 'e', 'f', ..., 'z'.

For the rocket to fly as far as possible, its weight should be minimal. The weight of the rocket is equal to the sum of the weights of its stages. The weight of the stage is the number of its letter in the alphabet. For example, the stage 'a 'weighs one ton,' b 'weighs two tons, and' z' — $26$ tons.

Build the rocket with the minimal weight or determine, that it is impossible to build a rocket at all. Each stage can be used at most once.","The first line of input contains two integers — $n$ and $k$ ($1 \le k \le n \le 50$) – the number of available stages and the number of stages to use in the rocket.

The second line contains string $s$, which consists of exactly $n$ lowercase Latin letters. Each letter defines a new stage, which can be used to build the rocket. Each stage can be used at most once.","Print a single integer — the minimal total weight of the rocket or -1, if it is impossible to build the rocket at all.","['5 3\nxyabd\n', '7 4\nproblem\n', '2 2\nab\n', '12 1\nabaabbaaabbb\n']","['29', '34', '-1', '1']","In the first example, the following rockets satisfy the condition:
-  ""adx"" (weight is $1+4+24=29$);-  ""ady"" (weight is $1+4+25=30$);-  ""bdx"" (weight is $2+4+24=30$);-  ""bdy"" (weight is $2+4+25=31$).
Rocket ""adx"" has the minimal weight, so the answer is $29$.

In the second example, target rocket is ""belo"". Its weight is $2+5+12+15=34$.

In the third example, $n=k=2$, so the rocket must have both stages: 'a' and 'b'. This rocket doesn't satisfy the condition, because these letters are adjacent in the alphabet. Answer is -1.",OK,"a='abcdefghijklmnopqrstuvwxyz'
n,k=map(int,input().split( ))
s=list(input())
s.sort()
g=(a.index(s[0])+1)
k-=1
p=1
m=''
m+=s[0]
while k!=0:
    if a.index(s[p])-a.index(m[len(m)-1])>=2:
        m+=s[p]
        g+=(a.index(s[p])+1)
        k-=1
    p+=1
    if p==n and k!=0:
        print(-1)
        exit()
print(g)","def a():

    n = int(input().strip())

    c = [[0] * n for _ in range(n)]

    for i in range(n):
        c[i][0] = 1
        c[0][i] = 1

    for i in range(1, n):
        for j in range(1, n):
            c[i][j] = c[i-1][j] + c[i][j-1]

    b = c[n-1][n-1]

    print(b)

if __name__ == ""__main__"":
    a()"
